Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MK743245,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-10,2019-04-09,ssRNA(-)
MK743246,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-10,2019-04-09,ssRNA(-)
MK743247,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-10,2019-04-09,ssRNA(-)
MK743248,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-10,2019-04-09,ssRNA(-)
MK743249,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-10,2019-04-09,ssRNA(-)
MK743250,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743251,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743252,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743253,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743254,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743255,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743256,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743257,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743258,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743259,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743260,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743261,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743262,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743263,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743264,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743265,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-11,2019-04-09,ssRNA(-)
MK743266,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-12,2019-04-09,ssRNA(-)
MK743267,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-12,2019-04-09,ssRNA(-)
MK743268,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-12,2019-04-09,ssRNA(-)
MK743269,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-12,2019-04-09,ssRNA(-)
MK743270,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-12,2019-04-09,ssRNA(-)
MK743271,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-12,2019-04-09,ssRNA(-)
MK743272,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-12,2019-04-09,ssRNA(-)
MK743273,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-12,2019-04-09,ssRNA(-)
MK743274,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-15,2019-04-09,ssRNA(-)
MK743275,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-15,2019-04-09,ssRNA(-)
MK743276,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-15,2019-04-09,ssRNA(-)
MK743277,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-15,2019-04-09,ssRNA(-)
MK743278,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-15,2019-04-09,ssRNA(-)
MK743279,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-15,2019-04-09,ssRNA(-)
MK743280,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-15,2019-04-09,ssRNA(-)
MK743281,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-15,2019-04-09,ssRNA(-)
MK576786,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2018-12-19,2019-03-05,ssRNA(-)
MK576787,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2018-12-19,2019-03-05,ssRNA(-)
MK576788,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2018-12-19,2019-03-05,ssRNA(-)
MK576789,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2018-12-19,2019-03-05,ssRNA(-)
MK576790,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2018-12-19,2019-03-05,ssRNA(-)
MK576791,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2018-12-19,2019-03-05,ssRNA(-)
MK576792,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2018-12-19,2019-03-05,ssRNA(-)
MK576793,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2018-12-19,2019-03-05,ssRNA(-)
MK576794,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-03,2019-03-05,ssRNA(-)
MK576795,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-03,2019-03-05,ssRNA(-)
MK576796,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-03,2019-03-05,ssRNA(-)
MK576797,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-03,2019-03-05,ssRNA(-)
MK576798,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-03,2019-03-05,ssRNA(-)
MK576799,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-03,2019-03-05,ssRNA(-)
MK576800,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-03,2019-03-05,ssRNA(-)
MK576801,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.",2019-01-03,2019-03-05,ssRNA(-)
MK502376,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502377,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502378,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502379,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502380,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502381,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502382,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502383,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502384,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502385,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
